1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
1.257812500000000000e+00	-3.812500000000000000e+00	1.023437500000000000e+00	-2.640625000000000000e+00	-3.390625000000000000e+00	-2.046875000000000000e+00	-2.000000000000000000e+00	-2.593750000000000000e+00
-1.820312500000000000e+00	1.687500000000000000e+00	-2.171875000000000000e+00	-1.414062500000000000e+00	-1.000000000000000000e+00	1.390625000000000000e+00	-1.429687500000000000e+00	-2.500000000000000000e+00
-2.015625000000000000e+00	-2.437500000000000000e+00	-3.078125000000000000e+00	-3.125000000000000000e+00	1.242187500000000000e+00	1.933593750000000000e-01	-2.000000000000000000e+00	-1.578125000000000000e+00
-2.328125000000000000e+00	-2.234375000000000000e+00	-8.046875000000000000e-01	-2.203125000000000000e+00	1.375000000000000000e+00	1.492187500000000000e+00	-8.906250000000000000e-01	-2.656250000000000000e+00
-2.000000000000000000e+00	2.216796875000000000e-01	1.304687500000000000e+00	-2.000000000000000000e+00	-1.976562500000000000e+00	-3.652343750000000000e-01	-1.375000000000000000e+00	-1.953125000000000000e+00
-1.609375000000000000e+00	-2.000000000000000000e+00	-2.750000000000000000e+00	1.289062500000000000e+00	1.625000000000000000e+00	1.218750000000000000e+00	1.195312500000000000e+00	-2.828125000000000000e+00
-1.023437500000000000e+00	9.492187500000000000e-01	2.412109375000000000e-01	-2.966308593750000000e-02	-2.000000000000000000e+00	2.000000000000000000e+00	5.078125000000000000e-01	-2.343750000000000000e+00
1.070312500000000000e+00	1.125000000000000000e+00	1.226562500000000000e+00	-1.062500000000000000e+00	-2.000000000000000000e+00	-3.062500000000000000e+00	-2.000000000000000000e+00	-2.031250000000000000e+00
-2.062500000000000000e+00	-1.070312500000000000e+00	1.230468750000000000e-01	9.023437500000000000e-01	-2.000000000000000000e+00	1.023437500000000000e+00	1.312500000000000000e+00	-2.000000000000000000e+00
