1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
1.101562500000000000e+00	-3.343750000000000000e+00	1.000000000000000000e+00	-2.843750000000000000e+00	-3.203125000000000000e+00	-2.031250000000000000e+00	-1.820312500000000000e+00	-2.312500000000000000e+00
-1.375000000000000000e+00	1.343750000000000000e+00	-1.359375000000000000e+00	-9.218750000000000000e-01	-5.585937500000000000e-01	1.304687500000000000e+00	-1.562500000000000000e+00	-2.296875000000000000e+00
-1.804687500000000000e+00	-2.625000000000000000e+00	-3.218750000000000000e+00	-3.093750000000000000e+00	9.453125000000000000e-01	1.013183593750000000e-02	-2.296875000000000000e+00	-1.710937500000000000e+00
-2.000000000000000000e+00	-2.578125000000000000e+00	-2.255859375000000000e-01	-2.109375000000000000e+00	1.007812500000000000e+00	6.445312500000000000e-01	-9.843750000000000000e-01	-2.562500000000000000e+00
-2.187500000000000000e+00	1.757812500000000000e-02	1.156250000000000000e+00	-2.187500000000000000e+00	-1.960937500000000000e+00	-7.812500000000000000e-01	-1.867187500000000000e+00	-2.000000000000000000e+00
-1.398437500000000000e+00	-2.109375000000000000e+00	-2.968750000000000000e+00	1.039062500000000000e+00	1.242187500000000000e+00	1.132812500000000000e+00	6.914062500000000000e-01	-3.000000000000000000e+00
-5.976562500000000000e-01	5.000000000000000000e-01	-1.699218750000000000e-01	-3.183593750000000000e-01	-2.046875000000000000e+00	1.656250000000000000e+00	6.835937500000000000e-02	-2.796875000000000000e+00
9.765625000000000000e-01	1.000000000000000000e+00	1.101562500000000000e+00	-1.328125000000000000e+00	-2.000000000000000000e+00	-3.125000000000000000e+00	-2.140625000000000000e+00	-2.328125000000000000e+00
-2.000000000000000000e+00	-1.281250000000000000e+00	-3.632812500000000000e-01	5.937500000000000000e-01	-2.000000000000000000e+00	2.656250000000000000e-01	1.031250000000000000e+00	-2.015625000000000000e+00
1.000000000000000000e+00	3.750000000000000000e-01	-2.546875000000000000e+00	-1.914062500000000000e+00	-2.593750000000000000e+00	-3.109375000000000000e+00	-2.203125000000000000e+00	3.242187500000000000e-01
-2.828125000000000000e+00	1.023437500000000000e+00	-2.250000000000000000e+00	5.546875000000000000e-01	-3.093750000000000000e+00	5.156250000000000000e-01	-2.734375000000000000e+00	-2.031250000000000000e+00
-1.062500000000000000e+00	-3.125000000000000000e+00	-1.031250000000000000e+00	-1.109375000000000000e+00	-2.000000000000000000e+00	-3.218750000000000000e+00	-2.859375000000000000e+00	-2.437500000000000000e+00
-7.578125000000000000e-01	1.726562500000000000e+00	1.591796875000000000e-01	-8.476562500000000000e-01	1.320312500000000000e+00	-7.109375000000000000e-01	-1.179687500000000000e+00	1.093750000000000000e+00
-3.078125000000000000e+00	5.507812500000000000e-01	-1.195312500000000000e+00	-1.007812500000000000e+00	1.351562500000000000e+00	-1.656250000000000000e+00	-2.062500000000000000e+00	-3.710937500000000000e-01
1.070312500000000000e+00	-3.031250000000000000e+00	-2.046875000000000000e+00	-2.031250000000000000e+00	7.343750000000000000e-01	-3.218750000000000000e+00	-7.617187500000000000e-01	1.312500000000000000e+00
1.218750000000000000e+00	5.742187500000000000e-01	-1.125000000000000000e+00	-8.085937500000000000e-01	1.179687500000000000e+00	8.515625000000000000e-01	-5.859375000000000000e-01	-2.031250000000000000e+00
-1.085937500000000000e+00	-2.140625000000000000e+00	-3.320312500000000000e-01	-1.140625000000000000e+00	-2.140625000000000000e+00	-3.031250000000000000e+00	1.031250000000000000e+00	-1.296875000000000000e+00
-3.031250000000000000e+00	1.531250000000000000e+00	-3.328125000000000000e+00	-1.000000000000000000e+00	-2.953125000000000000e+00	-2.296875000000000000e+00	-3.171875000000000000e+00	-3.000000000000000000e+00
8.632812500000000000e-01	-2.078125000000000000e+00	-5.585937500000000000e-01	-2.000000000000000000e+00	-3.156250000000000000e+00	1.140625000000000000e+00	-3.140625000000000000e+00	-3.156250000000000000e+00
9.531250000000000000e-01	-3.187500000000000000e+00	-2.062500000000000000e+00	1.000000000000000000e+00	-3.078125000000000000e+00	-3.031250000000000000e+00	-1.984375000000000000e+00	-2.968750000000000000e+00
-2.781250000000000000e+00	-8.476562500000000000e-01	2.636718750000000000e-01	-2.125000000000000000e+00	-2.000000000000000000e+00	-3.281250000000000000e+00	-2.953125000000000000e+00	-3.046875000000000000e+00
-2.281250000000000000e+00	-2.250000000000000000e+00	-1.656250000000000000e+00	8.398437500000000000e-01	-3.078125000000000000e+00	-3.171875000000000000e+00	-3.171875000000000000e+00	-2.750000000000000000e+00
-3.250000000000000000e+00	1.023437500000000000e+00	-3.421875000000000000e+00	-1.546875000000000000e+00	-3.406250000000000000e+00	-2.906250000000000000e+00	-8.554687500000000000e-01	-2.640625000000000000e+00
-3.015625000000000000e+00	-1.546875000000000000e+00	-3.031250000000000000e+00	-2.000000000000000000e+00	-5.859375000000000000e-01	-9.667968750000000000e-02	1.023437500000000000e+00	-2.859375000000000000e+00
-4.199218750000000000e-01	1.414062500000000000e+00	-2.906250000000000000e+00	3.867187500000000000e-01	-2.000000000000000000e+00	-1.070312500000000000e+00	-2.000000000000000000e+00	-3.046875000000000000e+00
7.500000000000000000e-01	-2.953125000000000000e+00	-3.125000000000000000e+00	7.109375000000000000e-01	-3.250000000000000000e+00	-3.187500000000000000e+00	-3.312500000000000000e+00	8.359375000000000000e-01
-3.328125000000000000e+00	2.000000000000000000e+00	-2.953125000000000000e+00	-1.007812500000000000e+00	-3.046875000000000000e+00	1.039062500000000000e+00	2.636718750000000000e-01	-2.281250000000000000e+00
-2.921875000000000000e+00	-2.984375000000000000e+00	-2.000000000000000000e+00	7.695312500000000000e-01	-2.984375000000000000e+00	-3.343750000000000000e+00	-2.000000000000000000e+00	-3.156250000000000000e+00
-3.515625000000000000e+00	-3.421875000000000000e+00	1.203125000000000000e+00	-3.390625000000000000e+00	-2.312500000000000000e+00	1.044921875000000000e-01	-1.679687500000000000e+00	-2.171875000000000000e+00
6.601562500000000000e-01	2.675781250000000000e-01	-4.101562500000000000e-01	8.945312500000000000e-01	-1.117187500000000000e+00	-2.000000000000000000e+00	1.445312500000000000e+00	1.000000000000000000e+00
-2.812500000000000000e+00	-1.570312500000000000e+00	-3.062500000000000000e+00	-3.078125000000000000e+00	-3.031250000000000000e+00	-2.500000000000000000e+00	-2.890625000000000000e+00	-2.031250000000000000e+00
